idx,smi,label
1717450,NS(=O)(=O)c1ccc(CNc2nc(NC3CC3)n3ncc(/C=C4\NC(=O)NC4=O)c3n2)cc1,-10.3
2360720,c1ccc(OCCCOc2cccc(-c3cc4cc(C5=NCCN5)ccc4o3)c2)cc1,-10.5
1210738,CCCn1cc(C(=O)NCc2ccc(Cl)cc2)c(=O)c2cc(CN(C)CC(C)c3ccco3)sc21,-9.8
719853,COCN1CN(c2ccccc2)C2(CCN(C3CCc4cccc(Cl)c4C3)CC2)C1=O,-6.5
512802,CC(C)CN(Cc1ccc(OCCN2C(=O)CCC2=O)c(F)c1)C(CC(=O)O)c1ccc(Cl)cc1,-9.4
1651406,CCOC(=O)C1CCN(CC(O)COc2ccc(C(C)(C)C)cc2)CC1,-9.1
2178315,O=C(N/N=C/c1ccc(Cl)cc1)C(Cc1ccccc1)N1C(=O)c2ccccc2NC1c1ccc(Cl)cc1,-7.4
1109448,CCC(=O)Nc1ccc(OCC(O)C(C)NC(C)C)cc1,-8.5
1377481,CCOC(=O)CN(C(=O)COc1nc(C)cc(C)c1C#N)c1ccc(F)cc1,-7.9
100998,Cc1nnc(Nc2nccc(-c3ccc(CNC(=O)c4cnc(C(C)(C)C)s4)c(C)c3)n2)s1,-10.4
1574162,Cc1ccnc(N(Cc2ccccc2)C(P(=O)(O)O)P(=O)(O)O)c1,-8.1
881512,COc1cc2ncnc(Nc3ccc(OCc4ccccc4Br)c(OC)c3)c2cc1OC,-10.4
2399599,COc1ccc(/C=C\c2cc(F)c(OC)c(OC)c2)cc1OP(=O)(O)O,-8.6
1154418,O=C(CN1C(=O)CSC1=O)Nc1ccc2c(c1)OCCO2,-8.9
1017243,COc1ccc(N2CCN(c3cc(C)nn4cnnc34)CC2)cc1,-8.2
1307991,COc1ccc(/C=C/C(=O)c2c(O)c(C)c(OC)c3c2OC2=Cc4c(c(C)nn4-c4ccccc4)[C@@H](O)[C@@]23C)c(OC)c1,-2.6
302804,CC(C)CNc1nc(-c2ccncc2)nc2cnccc12,-8.5
1012821,CC(CCc1cccc(F)c1)N1CCNC(=O)CC1,-8.4
2367066,COC(=O)NC(Cc1cccc(C(F)(F)F)c1)P(=O)(Oc1ccccc1)Oc1ccccc1,-8.6
2144348,CNC(=O)Nc1ccc2c(c1)[C@@]1(CC2)OC(=O)N(CC(=O)N(Cc2ccc(F)cc2)[C@@H](C)C(F)(F)F)C1=O,-7.2
2121354,CCNC(=O)C1CCN(c2cc(-c3ccccc3F)nc3ccnn23)C1,-9.9
1459388,CC1(C)OC[C@@H](C(=O)N[C@@H](CCc2ccccc2)C(=O)CO)N1C(=O)OCc1ccccc1,-7.9
306333,O=C(NCC(c1ccc2c(c1)OCO2)N1CCN(c2ccccc2)CC1)c1ccccc1,-10.7
2258690,COc1c(C2CCN(CCCCNC(=O)c3ccc(-c4ccc(C#N)cc4)cc3)CC2)ccc2c1C(C)(C)CCC2(C)C,-9.4
2101259,CN(C)C/C=C(/c1ccccc1)c1cccnc1,-8.2
1616233,CCC(=O)Nc1cccc(C(=O)/C=C/c2ccc(Cl)cc2)c1,-10.5
2118951,C[C@H](Oc1ccc(CNC(=O)[C@@H]2CCCN2C(=O)CC(N)Cc2ccccc2F)cc1)C(=O)O,-9.5
49646,O=S(=O)(CCSc1ccc(C(F)(F)F)cn1)c1ccc(Cl)cc1,-9
2034516,CC(C)CC(=O)c1c(O)c(C=O)c(O)c(C(c2cc3ccccc3o2)c2c(O)c(C=O)c(O)c(C(=O)CC(C)C)c2O)c1O,-5
823064,CCN(Cc1cnn(CC)c1)C[C@]1(O)CCCN2CCCC[C@@H]21,-8
1935506,CN1CCN(CCc2ccc(Nc3ncc(C#N)c(-c4ccc(C(C)(C)N)cc4)n3)cc2)CC1,-10.1
21118,CCCOc1ccc(C2C(C(=O)/C=C/c3ccco3)=C(O)C(=O)N2CCN2CCOCC2)cc1OC,-8.5
733243,O=c1cc(CO)n(C2CC2)c2cc(N3CCNCC3)c(F)cc12,-8.7
1526837,Cc1ccc(-c2cc(C(=O)N(C)Cc3ccc(C(=O)NC4CC4)cc3)on2)cc1,-9.9
280380,COc1cc(/C=C2\COC/C(=C\c3cc(OC)c(OC)c(OC)c3)C2=O)cc(OC)c1OC,-7.7
285068,CC(C)(C)C(=O)N1CC(Oc2ccc(NC(=O)N3Cc4ccncc4C3)cc2)C1,-9.5
1974589,O=C(/C=C/c1ccc(F)cc1)NC(=S)NNC(=O)c1cccnc1,-8.5
1460665,Cc1ccc(CN(CCc2ccc(N(S(C)(=O)=O)S(C)(=O)=O)cc2)Cc2ccccc2)cc1,-9.1
546816,O=C(O)CC[C@H](NC(=O)N[C@@H](CCCCNCc1ccc(Br)cc1)C(=O)O)C(=O)O,-9.3
1559596,Cc1ccsc1C(=CCCCN1CCC[C@@H](C(=O)O)C1)c1sccc1C,-9.7
1921913,Nc1ncn(C(=O)Nc2ccc(-c3ccc(NC(=O)n4cnc(N)n4)cc3)cc2)n1,-11.8
424035,Cn1nc(-c2ccccc2Cl)n(C)c1=S,-7.5
1417094,Cc1sc2ncnc(Sc3nnc4sc5ccccc5n34)c2c1C,-8.3
1064344,Oc1ccc(-c2nnc(-c3cc(Cl)cc(Cl)c3)s2)c(O)c1,-9.7
2039810,CC(C)CCOc1ccc2ccccc2c1-c1c(OCc2cn(C[C@@H](CCCCN)NC(=O)C3=CCCCC3)nn2)ccc2ccccc12,-5.7
780223,CCN(C(=O)COC(=O)c1ccccc1O)c1nc2ccccc2s1,-7.8
2304182,Cc1noc(C)c1CSC(=N)N,-6.1
808682,Fc1ccc2c(c1)nc(-c1ccccn1)n2-c1ccc(OCCCN2CCCCCC2)cc1,-9.9
1462169,CN1CC(c2ccccc2)=C(c2ccc(S(C)(=O)=O)cc2)O1,-8.5
1165383,C[C@@H](Oc1cc2oc(=O)n(CCC(=O)O)c2cc1Cl)c1ccccn1,-9.5
688372,CC(Sc1nnc(C2CC2)n1C1CC1)C(=O)N(C)C1(C#N)CCCCC1,-8
1509038,Cc1nc(N2CCC(C)CC2)c2c(C)c(C(=O)Nc3ccc(C(F)(F)F)cc3)sc2n1,-12.2
534923,CCCS(=O)(=O)NCc1c(C)ncc2c1CCN(C(=O)c1cccc(Cl)c1F)C2,-7.6
674372,Cc1cccc(CN2C(=O)/C(=N\Nc3nncs3)c3ccccc32)c1,-9.4
2023105,Cc1ccccc1S(=O)(=O)N1CCC[C@@]2(C1)Nc1cccnc1N=C2NC1CCCC1,-7.6
39044,CCCCCn1cc(C(=O)Cc2ccccc2C)c2ccccc21,-9.3
1740673,N#Cc1nc(-c2ccccc2Cl)oc1N1CCOCC1,-8.7
448099,CC(C)C(N)C(=O)O,-5.4
2020564,CN(C)C(=O)CN1CC[C@]2(CN(CC3CC3)C[C@H]2c2ccccc2)C1=O.O=C(O)C(F)(F)F,-3.9
771599,Cc1ccccc1NC(=O)C1Cc2ccccc2C(=O)O1,-8.6
602807,Cc1ccc(NC2CCCN(C(=O)CCc3ccncc3)C2)cc1C,-8.8
2347514,CCn1cc(C(=O)O)c(=O)c2cc(F)c(N3CCN(C/C(=N\OC)c4ccccc4)CC3)cc21,-10.3
1549045,Fc1ccccc1C1c2cccn2CCN1C(S)=Nc1cccc(Br)c1,-7.6
675069,COc1c(N2CC[C@H](C(C)(C)N)C2)c(F)cc2c(=O)c(C(=O)O)cn(C3CC3)c12.Cl,-9.9
2031202,Cn1cc(C(=O)N[C@@H]2C(C)(C)C3CC[C@]2(C)C3)c(=O)c2ccc(F)cc21,-9.3
1137248,CC(=O)O[C@H]1CC[C@](C)(O)[C@]23OC(C)(C)[C@H]([C@H](OC(=O)/C=C/c4ccccc4)[C@H](OC(=O)c4ccccc4)[C@]12C)[C@H]3OC(=O)CCC(=O)N(C(=O)NC1CCCCC1)C1CCCCC1,1.8
913721,CC(CCc1ccccc1)NC(=O)CSc1ccccn1,-9.2
1889310,OC1(c2ccccc2Cc2ccccc2)CCN(CCc2ccccc2)CC1,-11.8
1695439,CC(C)CN(Cc1cccnc1)C1CN(C(=O)c2ccnn2C)C1,-7.3
1559995,COCCN(C)c1ncc2ncnc(Nc3cc(C(=O)Nc4cc(C(F)(F)F)ccn4)ccc3C)c2n1,-9.8
146392,C=C(C)[C@@H]1CCC(C)=C[C@H]1c1c(OC(=O)N(C)Cc2ccccc2)cc(CCCCC)cc1OC(=O)N(C)Cc1ccccc1,-5.9
1334295,Clc1cccc(SSc2nccs2)c1,-7.1
1528783,CC(C)NC(=O)NC[C@H]1OC[C@@H](NCc2ccc(F)cc2)[C@@H]1O,-8.6
888522,O=C(NCc1ccccc1CN1CCC(O)CC1)Nc1ccncc1,-9.3
1529853,CCS(=O)(=O)N1CCN(c2ccccn2)CC1,-6.8
1107076,Cc1cc(C)c(OCCN2CC(C)OC(C)C2)c(Br)c1,-7.8
609297,CCc1ccc(C(=O)NC2CCN(c3ccccc3C(=O)N3CCc4ccccc4C3)CC2)cc1,-9
786160,CC1CN(C2CCN(C3CC4CCC3C4)CC2)CC(C)O1,-6
2241523,CC(=O)c1ccc(C(=O)NCC2Cc3cccc(-c4ncccn4)c3O2)cc1,-11.5
1199163,O=C(N/N=C/c1cccc2ccccc12)c1ccc(O)cc1,-10.9
1988278,CCCCCCc1ccc(CCn2cc(Cc3cncnc3)c(=O)nc2SCc2ccc(F)cc2)cc1,-9.1
1835557,CCOc1ccccc1-c1ccc(-c2nc3ccc(OC)cc3c(N[C@H](C)C(=O)O)c2C#N)cc1,-9.1
1184664,Cc1nc2ccccc2c(-c2cc(F)c3c(c2C)CCCO3)c1[C@H](OC(C)(C)C)C(=O)O,-7
1810798,Cn1ccnc1CN(CCO)CCN1C[C@H]2CC[C@@H]1C2,-7.5
1002598,CN(Cc1ccccc1)C(=O)COC(=O)CCNC(=O)c1ccccc1Cl,-9.5
1110472,CCCCCCN(CCCCCC)C(=O)/C=C/c1c(/C=C/c2ccc(OC)cc2)cc(OC)cc1OC,-5.8
2315945,COc1cccc(CN2CCC(n3nccc3NC(=O)C3CC3)CC2)c1,-8.4
112154,COc1ccc(C(=O)NC(=S)Nc2ccc(Cl)c(C(=O)O)c2)cc1,-10.2
190110,Cc1cnn(-c2cc(N/N=C/c3ccccc3F)ncn2)c1,-9.9
881966,O=C(NCCCN1CCN(CCCNc2ccnc3cc(Cl)ccc23)CC1)C1CCc2ccccc2C1,-10.5
654465,O=C1Oc2ccc(O)cc2/C1=C/c1ccccc1Cl,-9.5
290230,CCn1c(N)c(C(N)=O)c(=O)c2cnc(Nc3ccc(C4CCN(CCC(F)(F)F)CC4)cc3OC)nc21,-9.6
1114437,COc1ccc(CS(=O)(=O)/C=C/c2c(OC)cccc2OC)c(N)c1,-9.7
1025740,Cn1nc(CC(=O)Nc2ccc(C#N)c(C#N)c2)c2ccccc2c1=O,-8.6
693252,CC1(c2ccc3c(c2)OCCO3)NC(=O)N(CC(=O)Nc2c(F)cccc2F)C1=O,-10
1437299,O=C(CCCc1ccc(F)c(F)c1)NC1CCCC1C(=O)O,-9.3
20052,CCCn1c(NC(=O)Nc2ccc(Cl)cc2)nc2ccccc21,-9.4
2151759,O=C(COCc1ccccc1)Nc1ccc2c(c1)C(=O)c1cc(NC(=O)COCc3ccccc3)ccc1-2,-10.6
