idx,smi,label
81,Nc1cc2ncnc(Nc3cccc(Br)c3)c2cc1N,1
82,Nc1cc2ncnc(Nc3ccccc3)c2cn1,1
83,Nc1cc2ncnc(Nc3ccccc3Br)c2cn1,1
84,Nc1cc2ncnc(Nc3cccc(Br)c3)c2cn1,1
85,Nc1cc2ncnc(Nc3ccc(Br)cc3)c2cn1,1
86,Nc1cc2ncnc(Nc3ccccc3C(F)(F)F)c2cn1,0
87,Nc1cc2ncnc(Nc3cccc(c3)C(F)(F)F)c2cn1,1
88,Nc1cc2ncnc(Nc3ccc(cc3)C(F)(F)F)c2cn1,0
89,COc1ccccc1Nc1ncnc2cc(N)ncc12,0
90,COc1cccc(Nc2ncnc3cc(N)ncc23)c1,1
91,COc1ccc(Nc2ncnc3cc(N)ncc23)cc1,1
92,Nc1cc2ncnc(Nc3ccccc3N)c2cn1,0
93,Nc1cccc(Nc2ncnc3cc(N)ncc23)c1,0
94,Nc1ccc(Nc2ncnc3cc(N)ncc23)cc1,0
95,CN(C)c1ccccc1Nc1ncnc2cc(N)ncc12,0
96,CN(C)c1cccc(Nc2ncnc3cc(N)ncc23)c1,0
97,CN(C)c1ccc(Nc2ncnc3cc(N)ncc23)cc1,0
98,Nc1cc2ncnc(Nc3cccc(F)c3)c2cn1,1
99,Nc1cc2ncnc(Nc3cccc(Cl)c3)c2cn1,1
100,Nc1cc2ncnc(Nc3cccc(I)c3)c2cn1,1
101,Nc1cc2ncnc(Nc3cccc(O)c3)c2cn1,1
102,Cc1cccc(Nc2ncnc3cc(N)ncc23)c1,1
103,Nc1cc2ncnc(Nc3cccnc3)c2cn1,0
104,CC(=O)Nc1cccc(Nc2ncnc3cc(N)ncc23)c1,0
105,CC(=O)Nc1ccc(Nc2ncnc3cc(N)ncc23)cc1,0
106,Nc1cc2ncnc(NCc3ccccc3)c2cn1,1
107,Nc1cc2ncnc(NCc3ccccc3Br)c2cn1,0
108,Nc1cc2ncnc(NCc3cccc(Br)c3)c2cn1,0
109,Nc1cc2ncnc(NCc3ccc(Br)cc3)c2cn1,0
110,Nc1cc2ncnc(NCc3ccccc3C(F)(F)F)c2cn1,0
111,Nc1cc2ncnc(NCc3cccc(c3)C(F)(F)F)c2cn1,0
112,Nc1cc2ncnc(NCc3ccc(cc3)C(F)(F)F)c2cn1,0
113,COc1ccccc1CNc1ncnc2cc(N)ncc12,0
114,COc1cccc(CNc2ncnc3cc(N)ncc23)c1,0
115,COc1ccc(CNc2ncnc3cc(N)ncc23)cc1,0
116,Nc1cc2ncnc(NCc3ccccc3N)c2cn1,1
117,Nc1cccc(CNc2ncnc3cc(N)ncc23)c1,0
118,Nc1ccc(CNc2ncnc3cc(N)ncc23)cc1,0
119,CN(C)c1ccccc1CNc1ncnc2cc(N)ncc12,0
120,CN(C)c1cccc(CNc2ncnc3cc(N)ncc23)c1,0
121,CN(C)c1ccc(CNc2ncnc3cc(N)ncc23)cc1,0
122,CNC(=O)c1c(SSc2c(C(=O)NC)c3ccccc3n2C)n(C)c2ccccc12,0
123,Cn1c([Se][Se]c2c(C(=O)OC(C)(C)C)c3ccccc3n2C)c(C(=O)OC(C)(C)C)c2ccccc12,0
124,Cn1c([Se][Se]c2c(C(O)=O)c3ccccc3n2C)c(C(O)=O)c2ccccc12,0
125,CNC(=O)c1c([Se][Se]c2c(C(=O)NC)c3ccccc3n2C)n(C)c2ccccc12,0
126,CCN(CC)CCNC(=O)c1c([Se][Se]c2c(C(=O)NCCN(CC)CC)c3ccccc3n2C)n(C)c2ccccc12,0
127,CCN(CC)CCn1c([Se][Se]c2c(C(=O)NC)c3ccccc3n2CCN(CC)CC)c(C(=O)NC)c2ccccc12,0
128,N(c1ccccc1)c1ncnc2ccccc12,1
129,Fc1cccc(Nc2ncnc3ccccc23)c1,1
130,Clc1cccc(Nc2ncnc3ccccc23)c1,1
131,Brc1cccc(Nc2ncnc3ccccc23)c1,1
132,Ic1cccc(Nc2ncnc3ccccc23)c1,1
133,FC(F)(F)c1cccc(Nc2ncnc3ccccc23)c1,1
134,COc1ccc2ncnc(Nc3ccccc3)c2c1,1
135,COc1ccc2ncnc(Nc3cccc(Br)c3)c2c1,1
136,Nc1ccc2ncnc(Nc3ccccc3)c2c1,1
137,Nc1ccc2ncnc(Nc3cccc(c3)C(F)(F)F)c2c1,1
138,Nc1ccc2ncnc(Nc3cccc(Br)c3)c2c1,1
139,COc1ccc2c(Nc3ccccc3)ncnc2c1,1
140,COc1ccc2c(Nc3cccc(Br)c3)ncnc2c1,1
141,Nc1ccc2c(Nc3ccccc3)ncnc2c1,1
142,Nc1ccc2c(Nc3cccc(F)c3)ncnc2c1,1
143,Nc1ccc2c(Nc3cccc(Cl)c3)ncnc2c1,1
144,Nc1ccc2c(Nc3cccc(Br)c3)ncnc2c1,1
145,Nc1ccc2c(Nc3cccc(I)c3)ncnc2c1,1
146,Nc1ccc2c(Nc3cccc(c3)C(F)(F)F)ncnc2c1,1
147,COc1cc2ncnc(Nc3ccccc3)c2cc1OC,1
148,COc1cc2ncnc(Nc3cccc(F)c3)c2cc1OC,1
149,COc1cc2ncnc(Nc3cccc(Cl)c3)c2cc1OC,1
150,COc1cc2ncnc(Nc3cccc(I)c3)c2cc1OC,1
151,COc1cc2ncnc(Nc3cccc(c3)C(F)(F)F)c2cc1OC,1
152,CNc1ccc2ncnc(Nc3cccc(Br)c3)c2c1,1
153,CN(C)c1ccc2ncnc(Nc3cccc(Br)c3)c2c1,1
154,COC(=O)Nc1ccc2ncnc(Nc3cccc(Br)c3)c2c1,1
155,Oc1ccc2c(Nc3cccc(Br)c3)ncnc2c1,1
156,CC(=O)Nc1ccc2c(Nc3cccc(Br)c3)ncnc2c1,1
157,CNc1ccc2c(Nc3cccc(Br)c3)ncnc2c1,1
158,CCNc1ccc2c(Nc3cccc(Br)c3)ncnc2c1,1
159,CN(C)c1ccc2c(Nc3cccc(Br)c3)ncnc2c1,1
160,Nc1cc2ncnc(Nc3cccc(Br)c3)c2cc1N,1
161,CNc1cc2ncnc(Nc3cccc(Br)c3)c2cc1N,1
162,CN(C)c1cc2ncnc(Nc3cccc(Br)c3)c2cc1N,1
163,COc1cc2ncnc(Nc3cccc(Br)c3)c2cc1N,1
164,Nc1cc2c(Nc3cccc(Br)c3)ncnc2cc1Cl,1
165,Brc1cccc(Nc2ncnc3cc4OCOc4cc23)c1,1
166,Oc1cc2ncnc(Nc3cccc(Br)c3)c2cc1O,1
167,CCOc1cc2ncnc(Nc3cccc(Br)c3)c2cc1OCC,1
168,CCCOc1cc2ncnc(Nc3cccc(Br)c3)c2cc1OCCC,1
169,CCCCOc1cc2ncnc(Nc3cccc(Br)c3)c2cc1OCCCC,1
170,COc1ccc2ncnc(Nc3cccc(Br)c3)c2c1OC,0
171,COc1ccc2c(Nc3cccc(Br)c3)ncnc2c1OC,0
172,COc1cc2nc(C)nc(Nc3cccc(Br)c3)c2cc1OC,0
173,COc1cc2nc(N)nc(Nc3cccc(Br)c3)c2cc1OC,1
174,COc1cc2ncnc(N(C)c3cccc(Br)c3)c2cc1OC,1
175,COc1cc2ncnc(Nc3cccc(Br)c3)c2c(OC)c1OC,1
176,COc1cc2c(Nc3cccc(Br)c3)ncnc2c(OC)c1OC,0
177,COc1cc2ncnc(Nc3ccccc3Br)c2cc1OC,1
178,COc1cc2ncnc(Nc3ccc(Br)cc3)c2cc1OC,1
179,COc1cc2ncnc(Nc3ccc(Br)c(Br)c3)c2cc1OC,1
180,COc1cc2ncnc(Nc3cc(Br)cc(Br)c3)c2cc1OC,1
181,Cn1cnc2cc3ncnc(Nc4cccc(Br)c4)c3cc12,1
182,CN(C)CCn1cnc2cc3ncnc(Nc4cccc(Br)c4)c3cc12,1
183,Cn1cnc2cc3c(Nc4cccc(Br)c4)ncnc3cc12,1
184,CN(C)CCn1cnc2cc3c(Nc4cccc(Br)c4)ncnc3cc12,1
185,CN(C)CCn1cnc2c(Cl)c3c(Nc4cccc(Br)c4)ncnc3cc12,1
186,Brc1cccc(Nc2ncnc3cc4ncsc4cc23)c1,1
187,Brc1cccc(Nc2ncnc3cc4ccccc4cc23)c1,1
188,Brc1cccc(Nc2ncnc3cc4nccnc4cc23)c1,1
189,C(Nc1ncnc2ccncc12)c1ccccc1,0
190,Nc1cc2ncnc(NCc3ccccc3)c2cn1,1
191,CC(=O)Nc1cc2ncnc(NCc3ccccc3)c2cn1,1
192,Brc1cccc(Nc2ncnc3ccncc23)c1,1
193,Nc1cc2ncnc(Nc3cccc(Br)c3)c2cn1,1
194,CC(=O)Nc1cc2ncnc(Nc3cccc(Br)c3)c2cn1,1
195,Fc1cc2ncnc(Nc3cccc(Br)c3)c2cn1,1
196,CNc1cc2ncnc(Nc3cccc(Br)c3)c2cn1,1
197,CN(C)c1cc2ncnc(Nc3cccc(Br)c3)c2cn1,1
198,COc1cc2ncnc(Nc3cccc(Br)c3)c2cn1,1
199,CNc1cc2ncn(C)\c(=N/c3cccc(Br)c3)c2cn1,1
200,C(Nc1ncnc2cnccc12)c1ccccc1,0
201,Brc1cccc(Nc2ncnc3cnccc23)c1,1
202,Nc1cc2c(Nc3cccc(Br)c3)ncnc2cn1,1
203,Clc1cc2c(Nc3cccc(Br)c3)ncnc2cn1,1
204,Fc1cc2c(Nc3cccc(Br)c3)ncnc2cn1,1
205,CNc1cc2c(Nc3cccc(Br)c3)ncnc2cn1,1
206,CN(C)c1cc2c(Nc3cccc(Br)c3)ncnc2cn1,1
207,COc1cc2c(Nc3cccc(Br)c3)ncnc2cn1,1
208,COc1ccc(CNc2cc3c(Nc4cccc(Br)c4)ncnc3cn2)cc1,1
209,CNc1cc2c(Nc3ccccc3)ncnc2cn1,1
210,C(Nc1ncnc2ncccc12)c1ccccc1,0
211,Brc1cccc(Nc2ncnc3ncccc23)c1,1
212,Nc1ccc2c(Nc3cccc(Br)c3)ncnc2n1,1
213,Fc1ccc2c(Nc3cccc(Br)c3)ncnc2n1,1
214,CNc1ccc2c(Nc3cccc(Br)c3)ncnc2n1,1
215,CN(C)c1ccc2c(Nc3cccc(Br)c3)ncnc2n1,1
216,COc1ccc2c(Nc3cccc(Br)c3)ncnc2n1,1
217,C(Nc1ncnc2cccnc12)c1ccccc1,1
218,Brc1cccc(Nc2ncnc3cccnc23)c1,1
219,Nc1ccc2ncnc(Nc3cccc(Br)c3)c2n1,1
220,Clc1ccc2ncnc(Nc3cccc(Br)c3)c2n1,1
221,Fc1ccc2ncnc(Nc3cccc(Br)c3)c2n1,1
222,CNc1ccc2ncnc(Nc3cccc(Br)c3)c2n1,1
223,CN(C)c1ccc2ncnc(Nc3cccc(Br)c3)c2n1,1
224,COc1ccc2ncnc(Nc3cccc(Br)c3)c2n1,1
225,Cn1ncc2cc3c(Nc4cccc(Br)c4)ncnc3cc12,1
226,OCC(O)Cn1ncc2cc3c(Nc4cccc(Br)c4)ncnc3cc12,1
227,CN(C)CCn1ncc2cc3c(Nc4cccc(Br)c4)ncnc3cc12,1
228,Brc1cccc(Nc2ncnc3cc4n(CCN5CCOCC5)ncc4cc23)c1,1
229,OC(=O)Cn1ncc2cc3c(Nc4cccc(Br)c4)ncnc3cc12,1
230,Cn1ccc2cc3c(Nc4cccc(Br)c4)ncnc3cc12,1
231,OCC(O)Cn1ccc2cc3c(Nc4cccc(Br)c4)ncnc3cc12,1
232,CN(C)CCn1ccc2cc3c(Nc4cccc(Br)c4)ncnc3cc12,1
233,CN(C)CCCn1ccc2cc3c(Nc4cccc(Br)c4)ncnc3cc12,1
234,Brc1cccc(Nc2ncnc3cc4n(CCN5CCOCC5)ccc4cc23)c1,1
235,Brc1cccc(Nc2ncnc3cc4n(CCCN5CCOCC5)ccc4cc23)c1,1
236,OC(=O)Cn1ccc2cc3c(Nc4cccc(Br)c4)ncnc3cc12,1
237,Nc1cc2ncnc(Nc3cccc(Br)c3)c2cn1,1
238,CNc1cc2ncnc(Nc3cccc(Br)c3)c2cn1,1
239,CN(C)c1cc2ncnc(Nc3cccc(Br)c3)c2cn1,1
240,OCCNc1cc2ncnc(Nc3cccc(Br)c3)c2cn1,1
241,CN(CCO)c1cc2ncnc(Nc3cccc(Br)c3)c2cn1,1
242,OCC(O)CNc1cc2ncnc(Nc3cccc(Br)c3)c2cn1,1
243,CN(CC(O)CO)c1cc2ncnc(Nc3cccc(Br)c3)c2cn1,1
244,OCC(CO)Nc1cc2ncnc(Nc3cccc(Br)c3)c2cn1,1
245,OCCN(CCO)c1cc2ncnc(Nc3cccc(Br)c3)c2cn1,1
246,OCC(O)C(O)C(O)C(O)CNc1cc2ncnc(Nc3cccc(Br)c3)c2cn1,1
247,CN(CC(O)C(O)C(O)C(O)CO)c1cc2ncnc(Nc3cccc(Br)c3)c2cn1,1
248,CN(C)CCNc1cc2ncnc(Nc3cccc(Br)c3)c2cn1,1
249,CN(C)CCCNc1cc2ncnc(Nc3cccc(Br)c3)c2cn1,1
250,CN(C)CCCCNc1cc2ncnc(Nc3cccc(Br)c3)c2cn1,1
251,CN(C)CCCCCNc1cc2ncnc(Nc3cccc(Br)c3)c2cn1,1
252,CN(C)CCN(C)c1cc2ncnc(Nc3cccc(Br)c3)c2cn1,1
253,Brc1cccc(Nc2ncnc3cc(NCCN4CCOCC4)ncc23)c1,1
254,Brc1cccc(Nc2ncnc3cc(NCCCN4CCOCC4)ncc23)c1,1
255,Brc1cccc(Nc2ncnc3cc(NCCCCN4CCOCC4)ncc23)c1,1
256,CN1CCN(CCCNc2cc3ncnc(Nc4cccc(Br)c4)c3cn2)CC1,1
257,OCCN(CCO)CCNc1cc2ncnc(Nc3cccc(Br)c3)c2cn1,1
258,OCCN(CCO)CCCNc1cc2ncnc(Nc3cccc(Br)c3)c2cn1,1
259,NNc1cc2ncnc(Nc3cccc(Br)c3)c2cn1,1
260,Brc1cccc(Nc2ncnc3cc(NCCCn4ccnc4)ncc23)c1,1
261,OC(=O)CNc1cc2ncnc(Nc3cccc(Br)c3)c2cn1,1
262,OC(=O)CCNc1cc2ncnc(Nc3cccc(Br)c3)c2cn1,1
263,OC(=O)CCCNc1cc2ncnc(Nc3cccc(Br)c3)c2cn1,1
264,CN(CC(O)=O)c1cc2ncnc(Nc3cccc(Br)c3)c2cn1,1
265,OS(=O)(=O)CCNc1cc2ncnc(Nc3cccc(Br)c3)c2cn1,1
266,CNc1cc2ncnc(Nc3cccc(C)c3)c2cn1,1
267,CN(C)CCCCNc1cc2ncnc(Nc3cccc(C)c3)c2cn1,1
268,Cc1cccc(Nc2ncnc3cc(NCCCN4CCOCC4)ncc23)c1,1
269,CN1CCN(CCCNc2cc3ncnc(Nc4cccc(C)c4)c3cn2)CC1,1
270,Cc1cccc(Nc2ncnc3cc(NCCCn4ccnc4)ncc23)c1,1
271,Clc1ncc2ncnc(Nc3ccccc3)c2n1,0
272,CNc1ncc2ncnc(Nc3ccccc3)c2n1,1
273,Clc1ncc2ncnc(Nc3cccc(Br)c3)c2n1,1
274,Nc1ncc2ncnc(Nc3cccc(Br)c3)c2n1,1
275,CNc1ncc2ncnc(Nc3cccc(Br)c3)c2n1,1
276,CN(C)c1ncc2ncnc(Nc3cccc(Br)c3)c2n1,1
277,COc1ncc2ncnc(Nc3cccc(Br)c3)c2n1,1
278,CN(C)CCNc1ncc2ncnc(Nc3cccc(Br)c3)c2n1,1
279,Brc1cccc(Nc2ncnc3cnc(NCCN4CCOCC4)nc23)c1,1
280,Brc1cccc(Nc2ncnc3cnc(NCCCN4CCOCC4)nc23)c1,1
281,Brc1cccc(Nc2ncnc3cnc(NCCCn4ccnc4)nc23)c1,1
282,Cc1cccc(Nc2ncnc3cnc(Cl)nc23)c1,1
283,Cc1cccc(Nc2ncnc3cnc(N)nc23)c1,1
284,CNc1ncc2ncnc(Nc3cccc(C)c3)c2n1,1
285,CN(C)c1ncc2ncnc(Nc3cccc(C)c3)c2n1,1
286,Cc1cccc(Nc2ncnc3cnc(NCCN4CCOCC4)nc23)c1,1
287,Nc1cc2c(Nc3cccc(Br)c3)ncnc2cn1,1
288,CNc1cc2c(Nc3cccc(Br)c3)ncnc2cn1,1
289,CN(C)c1cc2c(Nc3cccc(Br)c3)ncnc2cn1,1
290,OCCNc1cc2c(Nc3cccc(Br)c3)ncnc2cn1,1
291,CN(CCO)c1cc2c(Nc3cccc(Br)c3)ncnc2cn1,1
292,OCC(O)CNc1cc2c(Nc3cccc(Br)c3)ncnc2cn1,1
293,CN(CC(O)CO)c1cc2c(Nc3cccc(Br)c3)ncnc2cn1,1
294,CN(C)CCNc1cc2c(Nc3cccc(Br)c3)ncnc2cn1,1
295,CN(C)CCCNc1cc2c(Nc3cccc(Br)c3)ncnc2cn1,1
296,CN(C)CCCCNc1cc2c(Nc3cccc(Br)c3)ncnc2cn1,1
297,CCN(CC)CC(O)CNc1cc2c(Nc3cccc(Br)c3)ncnc2cn1,1
298,CN(CCO)CCNc1cc2c(Nc3cccc(Br)c3)ncnc2cn1,1
299,CN(C)CCN(C)c1cc2c(Nc3cccc(Br)c3)ncnc2cn1,1
300,Brc1cccc(Nc2ncnc3cnc(NCCN4CCOCC4)cc23)c1,1
301,Brc1cccc(Nc2ncnc3cnc(NCCCN4CCOCC4)cc23)c1,1
302,CN1CCN(CCCNc2cc3c(Nc4cccc(Br)c4)ncnc3cn2)CC1,1
303,OCCN(CCO)CCNc1cc2c(Nc3cccc(Br)c3)ncnc2cn1,1
304,OCCN(CCO)CCCNc1cc2c(Nc3cccc(Br)c3)ncnc2cn1,1
305,Brc1cccc(Nc2ncnc3cnc(NCc4cccnc4)cc23)c1,1
306,Brc1cccc(Nc2ncnc3cnc(NCCc4ccccn4)cc23)c1,1
307,Brc1cccc(Nc2ncnc3cnc(NCCCn4ccnc4)cc23)c1,1
308,CN1CCN(CC1)c1cc2c(Nc3cccc(Br)c3)ncnc2cn1,1
309,OC(=O)CNc1cc2c(Nc3cccc(Br)c3)ncnc2cn1,1
310,CN(CC(O)=O)c1cc2c(Nc3cccc(Br)c3)ncnc2cn1,1
311,OC(=O)CCNc1cc2c(Nc3cccc(Br)c3)ncnc2cn1,1
312,CNc1cc2c(Nc3ccccc3)ncnc2cn1,1
313,CNc1cc2c(Nc3cccc(Cl)c3)ncnc2cn1,1
314,CNc1cc2c(Nc3cccc(c3)C(F)(F)F)ncnc2cn1,1
315,Cc1cccc(Nc2ncnc3cnc(N)cc23)c1,1
316,CNc1cc2c(Nc3cccc(C)c3)ncnc2cn1,1
317,CN(C)c1cc2c(Nc3cccc(C)c3)ncnc2cn1,1
318,Cc1cccc(Nc2ncnc3cnc(NCCN4CCOCC4)cc23)c1,1
319,Cc1cccc(Nc2ncnc3cnc(NCCCN4CCOCC4)cc23)c1,1
320,Cc1nc(Nc2cccc(Br)c2)c2cc(NCCN3CCOCC3)ncc2n1,1
321,Cc1cccc(Nc2cc(NCCO)ncn2)c1,1
322,Clc1cccc(Nc2ncnc3ccccc23)c1,1
323,Brc1cccc(Nc2ncnc3ccsc23)c1,1
324,Brc1cccc(Nc2ncnc3sccc23)c1,1
325,CNc1cc2c(Nc3cccc(Br)c3)ncnc2cn1,1
326,Cn1c2ccccc2c2ncnc(Nc3cccc(Br)c3)c12,1
327,Cn1c2ccccc2c2c(Nc3cccc(Br)c3)ncnc12,1
328,CCN(CC)CCn1c2ccccc2c2c(Nc3cccc(Br)c3)ncnc12,0
329,CCN(CC)CCn1c2ccc(OC)cc2c2c(Nc3cccc(Br)c3)ncnc12,0
330,C(Nc1ncnc2c3ccccc3sc12)c1ccccc1,1
331,C[C@@H](Nc1ncnc2c3ccccc3sc12)c1ccccc1,1
332,Brc1cccc(Nc2ncnc3c4ccccc4sc23)c1,1
333,Nc1ccc2sc3c(Nc4ccccc4)ncnc3c2c1,1
334,Cc1cccc(Nc2ncnc3c4cc(N)ccc4sc23)c1,1
335,Nc1ccc2sc3c(Nc4cccc(c4)C(F)(F)F)ncnc3c2c1,1
336,Nc1ccc2sc3c(Nc4cccc(Br)c4)ncnc3c2c1,1
337,Nc1ccc2c(c1)sc1c(Nc3cccc(Br)c3)ncnc21,1
338,Nc1cc2sc3c(Nc4cccc(Br)c4)ncnc3c2cc1F,1
339,CCNc1cc2sc3c(Nc4cccc(Br)c4)ncnc3c2cc1F,1
340,COc1ccc2c(c1)sc1c(Nc3cccc(Br)c3)ncnc21,1
341,CNc1ccc2sc3c(Nc4cccc(Br)c4)ncnc3c2c1,1
342,CN(C)c1ccc2sc3c(Nc4cccc(Br)c4)ncnc3c2c1,1
343,COc1cccc2c3ncnc(Nc4cccc(Br)c4)c3sc12,1
344,Nc1cccc2c1sc1c(Nc3cccc(Br)c3)ncnc21,1
345,COc1cccc2sc3c(Nc4cccc(Br)c4)ncnc3c12,1
346,COc1cc2sc3c(Nc4cccc(Br)c4)ncnc3c2cc1OC,1
