idx,smi,label
26,CN(CCO)C\C=C\C(=O)Nc1ccc2ncnc(Nc3cccc(Br)c3)c2c1,1
27,Brc1cccc(Nc2ncnc3ccc(NC(=O)\C=C\CN4CCC(CC4)N4CCCCC4)cc23)c1,0
28,Brc1cccc(Nc2ncnc3ccc(NC(=O)\C=C\Cn4cccn4)cc23)c1,0
29,CC(=C)C(=O)Nc1ccc2ncnc(Nc3cccc(Br)c3)c2c1,0
30,C\C=C\C(=O)Nc1ccc2ncnc(Nc3cccc(Br)c3)c2c1,0
31,COC\C=C\C(=O)Nc1ccc2ncnc(Nc3cccc(Br)c3)c2c1,0
32,CN1CCC=C(C1)C(=O)Nc1ccc2ncnc(Nc3cccc(Br)c3)c2c1,0
33,Brc1cccc(Nc2ncnc3ccc(NC(=O)C(=C)CN4CCOCC4)cc23)c1,1
34,CN(C)\C=C\C(=O)Nc1ccc2ncnc(Nc3cccc(Br)c3)c2c1,0
35,Brc1cccc(Nc2ncnc3ccc(NC(=O)\C=C\N4CCOCC4)cc23)c1,0
36,C\C=C/C(=O)Nc1ccc2ncnc(Nc3cccc(Br)c3)c2c1,0
37,COC[C@@H]1CCCN1C\C=C/C(=O)Nc1ccc2ncnc(Nc3cccc(Br)c3)c2c1,0
38,CS(=O)(=O)CCNCc1nc(cs1)-c1ccc2ncnc(Nc3ccc(F)c(Cl)c3)c2c1,1
39,CS(=O)(=O)CCNCc1nc(cs1)-c1ccc2ncnc(Nc3ccc(OCc4ccccc4)cc3)c2c1,1
40,CS(=O)(=O)CCNCc1nc(cs1)-c1ccc2ncnc(Nc3ccc4n(Cc5ccccc5)ncc4c3)c2c1,1
41,CS(=O)(=O)CCNCc1nc(cs1)-c1ccc2ncnc(Nc3ccc(OCc4cccc(c4)C(F)(F)F)cc3)c2c1,1
42,CS(=O)(=O)CCNCc1nc(cs1)-c1ccc2ncnc(Nc3ccc(OCc4ccccc4)c(Cl)c3)c2c1,1
43,CS(=O)(=O)CCNCc1nc(cs1)-c1ccc2ncnc(Nc3ccc(OCc4cccc(F)c4)c(Cl)c3)c2c1,1
44,COCCOc1cc2ncnc(Nc3cccc(c3)C#C)c2cc1OCCOC,1
45,COc1cc2ncnc(Nc3ccc(F)c(Cl)c3)c2cc1OCCCN1CCOCC1,1
46,CS(=O)(=O)CCNCc1ccc(o1)-c1ccc2ncnc(Nc3ccc(OCc4cccc(F)c4)c(Cl)c3)c2c1,1
47,Oc1ccc2ncnc(Nc3ccc(OCc4ccccc4)cc3)c2c1,1
48,CS(=O)(=O)CCN(CCCCOc1ccc2ncnc(Nc3ccc(OCc4ccccc4)cc3)c2c1)C(=O)C(F)(F)F,1
49,CS(=O)(=O)CCNCCCCOc1ccc2ncnc(Nc3ccc(OCc4ccccc4)cc3)c2c1,1
50,COc1ccc2ncnc(Nc3ccc(OCc4ccccc4)cc3)c2c1,1
51,C=CCOc1ccc2ncnc(Nc3ccc(OCc4ccccc4)cc3)c2c1,1
52,CS(=O)(=O)CCNCCCOc1ccc2ncnc(Nc3ccc(OCc4ccccc4)cc3)c2c1,1
53,CN(CCCOc1ccc2ncnc(Nc3ccc(OCc4ccccc4)cc3)c2c1)CCS(C)(=O)=O,0
54,FC(F)(F)C(=O)NCCCCOc1ccc2ncnc(Nc3ccc(OCc4ccccc4)cc3)c2c1,1
55,CS(=O)(=O)CCNCCCCOc1ccc2ncnc(Nc3cccc(c3)C#C)c2c1,1
56,CS(=O)(=O)CCNCCCCOc1ccc2ncnc(Nc3ccc(F)c(Cl)c3)c2c1,1
57,CS(=O)(=O)CCNCCCCOc1ccc2ncnc(Nc3ccc(cc3)S(=O)(=O)c3ccccc3)c2c1,1
58,CS(=O)(=O)CCNCCCCOc1ccc2ncnc(Nc3ccc(OCc4cccc(F)c4)c(Cl)c3)c2c1,1
59,CS(=O)(=O)CCNCCCCOc1ccc2ncnc(Nc3ccc4n(Cc5cccc(F)c5)ncc4c3)c2c1,1
60,CCOC(=O)c1cn2ncnc(Nc3ccc(F)c(Cl)c3)c2c1CC,0
61,CCOC(=O)c1cn2ncnc(Nc3cccc(Br)c3)c2c1CC,0
62,CCOC(=O)c1cn2ncnc(N[C@H](C)c3ccccc3)c2c1CC,0
63,CCOC(=O)c1cn2ncnc(Nc3ccc4n(Cc5ccccc5)ncc4c3)c2c1CC,1
64,CCOC(=O)c1cn2ncnc(Nc3ccc(Oc4ccccc4)cc3)c2c1CC,1
65,CCOC(=O)c1cc2c(Nc3ccc4n(Cc5ccccc5)ncc4c3)ncnn2c1,1
66,CCOC(=O)c1cn2ncnc(Nc3ccc4n(Cc5ccccc5)ncc4c3)c2c1C,1
67,CCOC(=O)c1cn2ncnc(Nc3ccc4n(Cc5ccccc5)ncc4c3)c2c1C(C)C,1
68,CCCc1c(cn2ncnc(Nc3ccc4n(Cc5ccccc5)ncc4c3)c12)C(=O)OCC,0
69,CCOC(=O)c1cn2ncnc(Nc3ccc4n(Cc5ccccc5)ncc4c3)c2c1Cc1ccccc1,0
70,CCc1c(cn2ncnc(Nc3ccc4n(Cc5ccccc5)ncc4c3)c12)C(O)=O,1
71,CCc1c(cn2ncnc(Nc3ccc4n(Cc5ccccc5)ncc4c3)c12)C(N)=O,1
72,CCc1c(cn2ncnc(Nc3ccc4n(Cc5ccccc5)ncc4c3)c12)C(=O)NC,1
73,CCc1c(cn2ncnc(Nc3ccc4n(Cc5ccccc5)ncc4c3)c12)C(=O)N(C)C,1
74,CCc1c(NC(=O)OCc2ccccc2)cn2ncnc(Nc3ccc4n(Cc5ccccc5)ncc4c3)c12,1
75,CCc1c(CO)cn2ncnc(Nc3ccc4n(Cc5ccccc5)ncc4c3)c12,1
76,CCNCc1cn2ncnc(Nc3ccc4n(Cc5ccccc5)ncc4c3)c2c1CC,0
77,CCOCc1cn2ncnc(Nc3ccc4n(Cc5ccccc5)ncc4c3)c2c1CC,0
78,CCc1c(CC(N)=O)cn2ncnc(Nc3ccc4n(Cc5ccccc5)ncc4c3)c12,0
79,CCc1c(CC(O)=O)cn2ncnc(Nc3ccc4n(Cc5ccccc5)ncc4c3)c12,1
80,CCc1c(cn2ncnc(Nc3ccc4n(Cc5ccccc5)ncc4c3)c12)C(=O)NCCCn1ccnc1,1
81,CCc1c(cn2ncnc(Nc3ccc4n(Cc5ccccc5)ncc4c3)c12)C(=O)OCCCn1ccnc1,1
82,CCc1c(NC(=O)OCCn2ccnc2)cn2ncnc(Nc3ccc4n(Cc5ccccc5)ncc4c3)c12,1
83,Fc1cccc(COc2ccc(Nc3ncnc4cc(sc34)C#C)cc2Cl)c1,1
84,C[C@H](N)C#Cc1cc2ncnc(Nc3ccc(OCc4cccc(F)c4)c(Cl)c3)c2s1,1
85,Fc1cccc(COc2ccc(Nc3ncnc4cc(sc34)C#C[C@H]3CCCN3)cc2Cl)c1,1
86,Nc1cnc(cn1)C#Cc1cc2ncnc(Nc3ccc(OCc4cccc(F)c4)c(Cl)c3)c2s1,1
87,Fc1cccc(COc2ccc(Nc3ncnc4sc(cc34)C#C)cc2Cl)c1,1
88,C[C@H](N)C#Cc1cc2c(Nc3ccc(OCc4cccc(F)c4)c(Cl)c3)ncnc2s1,1
89,Fc1cccc(COc2ccc(Nc3ncnc4sc(cc34)C#C[C@H]3CCCN3)cc2Cl)c1,1
90,Nc1cnc(cn1)C#Cc1cc2c(Nc3ccc(OCc4cccc(F)c4)c(Cl)c3)ncnc2s1,1
91,CS(=O)(=O)CCNCc1ccc(o1)-c1ccc2ncnc(Nc3ccc(OCc4cccc(F)c4)c(Cl)c3)c2c1,1
92,Fc1cccc(COc2ccc(Nc3ncnc4cc(sc34)C#C[C@@H]3C[C@H](CN3)OC(=O)N3CCOCC3)cc2Cl)c1,1
93,Clc1cc(Nc2ncnc3cc(sc23)C#C[C@@H]2C[C@H](CN2)OC(=O)N2CCOCC2)ccc1OCc1ccccn1,1
94,Clc1cc(Nc2ncnc3cc(sc23)C#C[C@@H]2C[C@H](CN2)OC(=O)N2CCOCC2)ccc1OCc1cscn1,1
95,Fc1cccc(COc2ccc(Nc3ncnc4cc(sc34)C#C[C@@H]3C[C@H](CN3)OC(=O)N3CCOCC3)cn2)c1,1
96,O=C(O[C@H]1CN[C@@H](C1)C#Cc1cc2ncnc(Nc3ccc4c(Oc5ccccn5)cccc4c3)c2s1)N1CCOCC1,1
97,Clc1cc(Nc2ncnc3cc(sc23)C#C[C@@H]2C[C@H](CN2)OC(=O)N2CCOCC2)ccc1Oc1ccccn1,1
98,Cc1cc(Oc2ccc(Nc3ncnc4cc(sc34)C#C[C@@H]3C[C@H](CN3)OC(=O)N3CCOCC3)cc2Cl)no1,1
99,Fc1ccc2nccc(Oc3ccc(Nc4ncnc5cc(sc45)C#C[C@@H]4C[C@H](CN4)OC(=O)N4CCOCC4)cc3Cl)c2c1,1
100,O=C(O[C@H]1CN[C@@H](C1)C#Cc1cc2ncnc(NCc3cccc(Oc4ccccc4)c3)c2s1)N1CCOCC1,1
101,O=C(O[C@H]1CN[C@@H](C1)C#Cc1cc2ncnc(Nc3ccc(Cc4ccccc4)cc3)c2s1)N1CCOCC1,1
102,O=C(O[C@H]1CN[C@@H](C1)C#Cc1cc2ncnc(Nc3ccc(Sc4ccccn4)cc3)c2s1)N1CCOCC1,1
103,Fc1cccc(Sc2ccc(Nc3ncnc4cc(sc34)C#C[C@@H]3C[C@H](CN3)OC(=O)N3CCOCC3)cc2Cl)c1,1
104,O=C(O[C@H]1CN[C@@H](C1)C#Cc1cc2ncnc(Nc3ccc4n(Cc5ccccc5)ncc4c3)c2s1)N1CCOCC1,1
105,Fc1cccc(Cn2ncc3cc(Nc4ncnc5cc(sc45)C#C[C@@H]4C[C@H](CN4)OC(=O)N4CCOCC4)ccc23)c1,1
106,Fc1ccc(F)c(Cn2ncc3cc(Nc4ncnc5cc(sc45)C#C[C@@H]4C[C@H](CN4)OC(=O)N4CCOCC4)ccc23)c1,1
107,CC(c1cccc(F)c1)n1ncc2cc(Nc3ncnc4cc(sc34)C#C[C@@H]3C[C@H](CN3)OC(=O)N3CCOCC3)ccc12,1
108,Fc1cccc(c1)S(=O)(=O)n1ncc2cc(Nc3ncnc4cc(sc34)C#C[C@@H]3C[C@H](CN3)OC(=O)N3CCOCC3)ccc12,1
109,O=C(O[C@H]1CN[C@@H](C1)C#Cc1cc2ncnc(Nc3ccc4n(ccc4c3)S(=O)(=O)c3cccs3)c2s1)N1CCOCC1,1
110,O=C(O[C@H]1CN[C@@H](C1)C#Cc1cc2ncnc(Nc3ccc4n(Cc5ccccc5)ccc4c3)c2s1)N1CCOCC1,1
111,O=C(O[C@H]1CN[C@@H](C1)C#Cc1cc2ncnc(Nc3ccc4n(CCc5ccccc5)ccc4c3)c2s1)N1CCOCC1,0
112,O=C(O[C@H]1CN[C@@H](C1)C#Cc1cc2ncnc(Nc3ccc4n(Cc5cscn5)ccc4c3)c2s1)N1CCOCC1,1
113,Fc1cn(Cc2ccccc2)c2ccc(Nc3ncnc4cc(sc34)C#C[C@@H]3C[C@H](CN3)OC(=O)N3CCOCC3)cc12,1
114,NC(=O)O[C@H]1CN[C@@H](C1)C#Cc1cc2ncnc(Nc3ccc(OCc4cccc(F)c4)c(Cl)c3)c2s1,1
115,CNC(=O)O[C@H]1CN[C@@H](C1)C#Cc1cc2ncnc(Nc3ccc(OCc4cccc(F)c4)c(Cl)c3)c2s1,1
116,CCNC(=O)O[C@H]1CN[C@@H](C1)C#Cc1cc2ncnc(Nc3ccc(OCc4cccc(F)c4)c(Cl)c3)c2s1,1
117,CN(C)C(=O)O[C@H]1CN[C@@H](C1)C#Cc1cc2ncnc(Nc3ccc(OCc4cccc(F)c4)c(Cl)c3)c2s1,1
118,CCN(CC)C(=O)O[C@H]1CN[C@@H](C1)C#Cc1cc2ncnc(Nc3ccc(OCc4cccc(F)c4)c(Cl)c3)c2s1,1
119,CCN(C)C(=O)O[C@H]1CN[C@@H](C1)C#Cc1cc2ncnc(Nc3ccc(OCc4cccc(F)c4)c(Cl)c3)c2s1,1
120,Fc1cccc(COc2ccc(Nc3ncnc4cc(sc34)C#C[C@@H]3C[C@H](CN3)OC(=O)N3CCCC3)cc2Cl)c1,1
121,Fc1cccc(COc2ccc(Nc3ncnc4cc(sc34)C#C[C@@H]3C[C@H](CN3)OC(=O)N3CCOCC3)cc2Cl)c1,1
122,Fc1cccc(COc2ccc(Nc3ncnc4cc(sc34)C#C[C@@H]3C[C@H](CN3)OC(=O)N3CCNCC3)cc2Cl)c1,1
123,CS(=O)(=O)CCNC(=O)O[C@H]1CN[C@@H](C1)C#Cc1cc2ncnc(Nc3ccc(OCc4cccc(F)c4)c(Cl)c3)c2s1,1
124,CCNC(=O)O[C@@H]1CN[C@H](C1)C#Cc1cc2ncnc(Nc3ccc(OCc4cccc(F)c4)c(Cl)c3)c2s1,1
125,CN(C)C(=O)O[C@@H]1CN[C@H](C1)C#Cc1cc2ncnc(Nc3ccc(OCc4cccc(F)c4)c(Cl)c3)c2s1,1
126,Fc1cccc(COc2ccc(Nc3ncnc4cc(sc34)C#C[C@H]3C[C@@H](CN3)OC(=O)N3CCOCC3)cc2Cl)c1,1
127,CCNC(=O)O[C@@H]1CN[C@@H](C1)C#Cc1cc2ncnc(Nc3ccc(OCc4cccc(F)c4)c(Cl)c3)c2s1,1
128,CN(C)C(=O)O[C@@H]1CN[C@@H](C1)C#Cc1cc2ncnc(Nc3ccc(OCc4cccc(F)c4)c(Cl)c3)c2s1,1
129,Fc1cccc(COc2ccc(Nc3ncnc4cc(sc34)C#C[C@@H]3C[C@@H](CN3)OC(=O)N3CCOCC3)cc2Cl)c1,1
130,CCNC(=O)O[C@H]1CN[C@H](C1)C#Cc1cc2ncnc(Nc3ccc(OCc4cccc(F)c4)c(Cl)c3)c2s1,1
131,CN(C)C(=O)O[C@H]1CN[C@H](C1)C#Cc1cc2ncnc(Nc3ccc(OCc4cccc(F)c4)c(Cl)c3)c2s1,1
132,Fc1cccc(COc2ccc(Nc3ncnc4cc(sc34)C#C[C@H]3C[C@H](CN3)OC(=O)N3CCOCC3)cc2Cl)c1,1
133,Fc1ccc(Nc2ncnc3cc(OCCCN4CCOCC4)c(NC(=O)C=C)cc23)cc1Cl,1
134,COCC(=O)NC\C=C\c1ccc2ncnc(Nc3ccc(Oc4ccc(C)nc4)c(C)c3)c2c1,1
135,Cc1nc(Nc2ncc(s2)C(=O)Nc2c(C)cccc2Cl)cc(n1)N1CCN(CCO)CC1,0
136,CCOc1cc2ncc(C#N)c(Nc3ccc(F)c(Cl)c3)c2cc1NC(=O)\C=C\CN(C)C,1
137,COc1cc2ncnc(Nc3ccc(F)c(Cl)c3)c2cc1OCCCN1CCOCC1,0
138,CS(=O)(=O)CCNCc1ccc(o1)-c1ccc2ncnc(Nc3ccc(OCc4cccc(F)c4)c(Cl)c3)c2c1,1
139,COc1cc2c(Nc3ccc(Br)cc3F)ncnc2cc1OCC1CCN(C)CC1,0
140,CC(C)([O-])CC(=O)NCCn1ccc2ncnc(Nc3ccc(Oc4cccc(c4)C(F)(F)F)c(Cl)c3)c12,1
141,[O-]CCOCn1ccc2ncnc(Nc3cnc(Oc4cccc(c4)C(F)(F)F)c(Cl)c3)c12,1
142,COCCOc1cc2ncnc(Nc3cccc(c3)C#C)c2cc1OCCOC,0
143,CS(=O)(=O)CCNCc1ccc(o1)-c1ccc2ncnc(Nc3ccc(OCc4cccc(F)c4)c(Cl)c3)c2c1,1
144,COc1cc2ncnc(Nc3ccc(F)c(Cl)c3)c2cc1NC(=O)\C=C\CN1CCCCC1,1
145,FC(F)COc1cc2ncnc(Nc3ccc(F)c(Cl)c3)c2cc1NC(=O)\C=C\CN1CCCCC1,1
146,Fc1ccc(Nc2ncnc3cc(OCCCN4CCOCC4)c(NC(=O)\C=C\CN4CCCCC4)cc23)cc1Cl,1
147,COc1cc2ncnc(Nc3ccc(F)c(Cl)c3)c2cc1NC(=O)\C=C\CN1CCCC(F)C1,1
148,COc1cc2ncnc(Nc3ccc(F)c(Cl)c3)c2cc1NC(=O)\C=C\CN1CCC(F)CC1,1
149,COc1cc2ncnc(Nc3ccc(F)c(Cl)c3)c2cc1NC(=O)\C=C\CN1CCCCCC1,1
150,Nc1ncnc2n(nc(-c3ccc(Oc4ccccc4)cc3)c12)[C@@H]1CCCN(C1)C(=O)C=C,1
151,Nc1ncnc2n(nc(-c3ccc(Oc4ccccc4)cc3)c12)[C@@H]1CC[C@@H](CC1)NC(=O)C=C,0
152,CO[C@@H]1COC2[C@@H](COC12)Oc1cc2ncnc(Nc3ccc(F)c(Cl)c3)c2cc1NC(=O)\C=C\CN(C)C,1
153,CN(C)C\C=C\C(=O)Nc1cc2c(Nc3ccc(F)c(Cl)c3)ncnc2cc1OCC1C2COCC12,1
154,CN(C)CC\C=C\C(=O)Nc1cc2c(Nc3ccc(F)c(Cl)c3)ncnc2cc1OC[C@@]12C[C@@H]1COC2,1
155,CN(C)C\C=C\C(=O)Nc1cc2c(Nc3ccc(F)c(Cl)c3)ncnc2cc1OC[C@]12C[C@H]1COC2,1
156,CN(C)C\C=C\C(=O)Nc1cc2c(Nc3ccc(F)c(Cl)c3)ncnc2cc1OCC12CC1COC2,1
157,Cc1ccc(NC(=O)c2cccc(c2)C(F)(F)F)cc1NC(=O)c1cccc2c(N)nccc12,0
158,COc1cc2ncnc(Nc3ccc(cc3)C(=O)\C=C\c3ccc(Cl)cc3)c2cc1OC,0
159,COc1cc2ncnc(Nc3ccc(F)c(Cl)c3)c2cc1NC(=O)\C=C\CN1C[C@H]2OCCO[C@H]2C1,1
160,COc1cc2ncnc(Nc3ccc(F)c(Cl)c3)c2cc1NC(=O)\C=C\CN1C[C@@H]2OCCO[C@H]2C1,1
161,CCOc1cc2ncnc(Nc3ccc(F)c(Cl)c3)c2cc1NC(=O)\C=C\CN1C[C@H]2OCCO[C@H]2C1,1
162,Fc1ccc(Nc2ncnc3cc(O[C@H]4CCOC4)c(NC(=O)\C=C\CN4C[C@H]5OCCO[C@H]5C4)cc23)cc1Cl,1
163,COCCOc1cc2ncnc(Nc3ccc(F)c(Cl)c3)c2cc1NC(=O)\C=C\CN1C[C@H]2OCCO[C@H]2C1,1
164,Fc1ccc(Nc2ncnc3cc(OCC(F)(F)F)c(NC(=O)\C=C\CN4C[C@H]5OCCO[C@H]5C4)cc23)cc1Cl,1
165,COc1cc2ncnc(Nc3ccc(F)c(Cl)c3)c2cc1NC(=O)\C=C\CN1C[C@H]2OCCO[C@H]2C1,1
166,Fc1cccc(COc2ccc(Nc3ncnc4ccc(NC(=O)\C=C\CN5C[C@H]6OCCO[C@H]6C5)cc34)cc2Cl)c1,1
167,Clc1cc(Nc2ncnc3ccc(NC(=O)\C=C\CN4C[C@H]5OCCO[C@H]5C4)cc23)ccc1OCc1ccccn1,1
168,COc1cc2ncnc(Nc3ccc(OCc4ccccn4)c(Cl)c3)c2cc1NC(=O)\C=C\CN1C[C@H]2OCCO[C@H]2C1,1
169,CCOc1cc2ncnc(Nc3ccc(OCc4ccccn4)c(Cl)c3)c2cc1NC(=O)\C=C\CN1C[C@H]2OCCO[C@H]2C1,1
170,Clc1cc(Nc2ncnc3cc(O[C@H]4CCOC4)c(NC(=O)\C=C\CN4C[C@H]5OCCO[C@H]5C4)cc23)ccc1OCc1ccccn1,1
171,Fc1cccc(Cn2ncc3cc(Nc4ncnc5ccc(NC(=O)\C=C\CN6C[C@H]7OCCO[C@H]7C6)cc45)ccc23)c1,1
172,COc1cc2ncnc(Nc3ccc4n(Cc5cccc(F)c5)ncc4c3)c2cc1NC(=O)\C=C\CN1C[C@H]2OCCO[C@H]2C1,1
173,CCOc1cc2ncnc(Nc3ccc4n(Cc5cccc(F)c5)ncc4c3)c2cc1NC(=O)\C=C\CN1C[C@H]2OCCO[C@H]2C1,1
174,COc1cc2ncnc(Nc3ccc(OCc4cccc(F)c4)c(Cl)c3)c2cc1NC(=O)\C=C\CN1C[C@H]2OCCO[C@H]2C1,1
175,CCOc1cc2ncnc(Nc3ccc(OCc4cccc(F)c4)c(Cl)c3)c2cc1NC(=O)\C=C\CN1C[C@H]2OCCO[C@H]2C1,1
176,COc1cc2ncnc(Nc3ccc(Cl)c(Cl)c3F)c2cc1NC(=O)\C=C\CN1C[C@H]2OCCO[C@H]2C1,1
177,CCOc1cc2ncnc(Nc3ccc(Cl)c(Cl)c3F)c2cc1NC(=O)\C=C\CN1C[C@H]2OCCO[C@H]2C1,1
178,COCCOc1cc2ncnc(Nc3ccc(Cl)c(Cl)c3F)c2cc1NC(=O)\C=C\CN1C[C@H]2OCCO[C@H]2C1,1
179,Fc1c(Cl)c(Cl)ccc1Nc1ncnc2cc(O[C@H]3CCOC3)c(NC(=O)\C=C\CN3C[C@H]4OCCO[C@H]4C3)cc12,1
180,COc1cc2ncnc(Nc3ccc(F)c(Cl)c3F)c2cc1NC(=O)\C=C\CN1C[C@H]2OCCO[C@H]2C1,1
181,COc1cc2ncnc(Nc3ccc(F)c(Cl)c3)c2cc1NC(=O)\C=C\CN1CCC1CO,1
182,COC[C@H]1CCN1C\C=C\C(=O)Nc1cc2c(Nc3ccc(F)c(Cl)c3)ncnc2cc1OC,1
183,COC[C@@H]1CCN1C\C=C\C(=O)Nc1cc2c(Nc3ccc(F)c(Cl)c3)ncnc2cc1OC,1
184,CCOc1cc2ncnc(Nc3ccc(F)c(Cl)c3)c2cc1NC(=O)\C=C\CN1CC[C@@H]1COC,1
185,CCOc1cc2ncnc(Nc3ccc(F)c(Cl)c3)c2cc1NC(=O)\C=C\CN1CC[C@H]1COC,1
186,COCCOc1cc2ncnc(Nc3ccc(F)c(Cl)c3)c2cc1NC(=O)\C=C\CN1CC[C@@H]1COC,1
187,COCCOc1cc2ncnc(Nc3ccc(F)c(Cl)c3)c2cc1NC(=O)\C=C\CN1CC[C@H]1COC,1
188,OCC1CCN1C\C=C\C(=O)Nc1cc2c(Nc3ccc(F)c(Cl)c3)ncnc2cc1OCC1CC1,1
189,COC[C@H]1CCN1C\C=C\C(=O)Nc1cc2c(Nc3ccc(F)c(Cl)c3)ncnc2cc1OCC1CC1,1
190,COC[C@@H]1CCN1C\C=C\C(=O)Nc1cc2c(Nc3ccc(F)c(Cl)c3)ncnc2cc1OCC1CC1,1
191,OCC1CCN1C\C=C\C(=O)Nc1cc2c(Nc3ccc(F)c(Cl)c3)ncnc2cc1O[C@H]1CCOC1,1
192,COCC1CCN1C\C=C\C(=O)Nc1cc2c(Nc3ccc(F)c(Cl)c3)ncnc2cc1O[C@H]1CCOC1,1
193,OCC1CCN1C\C=C\C(=O)Nc1cc2c(Nc3ccc(F)c(Cl)c3)ncnc2cc1OC[C@H]1COCCO1,1
194,COC[C@H]1CCN1C\C=C\C(=O)Nc1cc2c(Nc3ccc(F)c(Cl)c3)ncnc2cc1OC[C@H]1COCCO1,1
195,COC[C@@H]1CCN1C\C=C\C(=O)Nc1cc2c(Nc3ccc(F)c(Cl)c3)ncnc2cc1OC[C@H]1COCCO1,1
196,OCC1CCN1C\C=C\C(=O)Nc1cc2c(Nc3ccc(F)c(Cl)c3)ncnc2cc1OC[C@@H]1COCCO1,1
197,COCC1CCN1C\C=C\C(=O)Nc1cc2c(Nc3ccc(F)c(Cl)c3)ncnc2cc1OC[C@@H]1COCCO1,1
198,OCC1CCN1C\C=C\C(=O)Nc1cc2c(Nc3ccc(F)c(Cl)c3)ncnc2cc1OC[C@H]1[C@@H]2COC[C@H]12,1
199,COC[C@H]1CCN1C\C=C\C(=O)Nc1cc2c(Nc3ccc(F)c(Cl)c3)ncnc2cc1OC[C@H]1[C@@H]2COC[C@H]12,1
200,COC[C@@H]1CCN1C\C=C\C(=O)Nc1cc2c(Nc3ccc(F)c(Cl)c3)ncnc2cc1OC[C@H]1[C@@H]2COC[C@H]12,1
201,COc1cc2c(cc1OCCCC(=O)Nc1cn(C)c(n1)C(=O)Nc1cc(C(=O)Nc3cc(C(=O)n4ccc5cc(N)ccc45)n(C)c3)n(C)c1)N=C[C@@H]1CC(=C)CN1C2=O,1
202,COc1cc2c(cc1OCCCC(=O)Nc1cn(C)c(n1)C(=O)Nc1cc(C(=O)Nc3cc(C(=O)n4ccc5cc(N)ccc45)n(C)c3)n(C)c1)N=C[C@@H]1CC(=C)CN1C2=O,1
203,COc1cc2c(cc1OCCCC(=O)Nc1cn(C)c(n1)C(=O)Nc1cc(C(=O)Nc3cc(C(=O)n4ccc5cc(N)ccc45)n(C)c3)n(C)c1)N=C[C@@H]1CC(=C)CN1C2=O,1
204,COc1cc2c(cc1OCCCC(=O)Nc1cn(C)c(n1)C(=O)Nc1cc(C(=O)Nc3cc(C(=O)n4ccc5cc(N)ccc45)n(C)c3)n(C)c1)N=C[C@@H]1CC(=C)CN1C2=O,1
205,COc1cc2c(cc1OCCCC(=O)Nc1cn(C)c(n1)C(=O)Nc1cc(C(=O)Nc3cc(C(=O)n4ccc5cc(N)ccc45)n(C)c3)n(C)c1)N=C[C@@H]1CC(=C)CN1C2=O,1
